Date,Product_ID,Product_Category,Region,Units_Sold,Price,Revenue
2023-01-08,1007,Sports,North,19,140.67,2672.7299999999996
2024-10-28,1039,Home,East,18,102.54,1845.72
2023-11-07,1055,Sports,North,1,478.72,478.72
2022-03-31,1062,Electronics,East,19,285.03,5415.57
2023-11-29,1087,Home,North,2,306.05,612.1
2023-06-24,1073,Home,South,5,393.62,1968.1
2024-01-02,1073,Sports,West,18,49.8,896.4
2024-05-18,1035,Clothing,South,16,359.74,5755.84
2022-02-10,1088,Clothing,East,10,90.92,909.2
2024-01-10,1056,Electronics,North,3,372.84,1118.52
2023-05-17,1073,Toys,South,10,79.25,792.5
2024-08-16,1082,Toys,North,13,417.92,5432.96
2024-07-17,1044,Electronics,South,10,343.7,3437.0
2023-04-06,1078,Toys,East,11,199.09,2189.9900000000002
2024-01-02,1079,Sports,West,7,185.83,1300.8100000000002
2024-01-22,1001,Clothing,South,2,82.98,165.96
2024-07-13,1092,Electronics,North,19,452.99,8606.81
2024-06-27,1067,Sports,North,18,68.08,1225.44
2023-01-25,1049,Electronics,North,11,241.32,2654.52
2024-06-01,1028,Clothing,East,17,125.89,2140.13
2022-09-13,1094,Toys,East,3,498.2,1494.6
2023-12-10,1080,Sports,West,12,297.06,3564.7200000000003
2023-03-26,1009,Clothing,North,2,83.3,166.6
2022-01-10,1026,Electronics,West,1,337.11,337.11
2024-04-03,1014,Home,North,9,495.89,4463.01
2024-03-08,1059,Sports,South,19,306.47,5822.93
2024-05-26,1030,Electronics,South,8,234.12,1872.96
2024-10-25,1020,Electronics,South,9,153.7,1383.3
2024-10-12,1059,Clothing,North,7,55.14,385.98
2023-01-09,1057,Electronics,South,4,121.84,487.36
2024-12-24,1040,Sports,North,16,281.27,4500.32
2022-05-26,1045,Sports,West,6,379.35,2276.1000000000004
2022-08-12,1044,Electronics,East,18,440.19,7923.42
2022-06-26,1025,Clothing,South,2,398.92,797.84
2024-05-02,1050,Sports,North,11,71.48,786.2800000000001
2022-03-04,1035,Home,North,5,389.0,1945.0
2024-04-06,1051,Toys,West,17,294.99,5014.83
2024-03-05,1080,Clothing,West,5,239.86,1199.3000000000002
2023-11-20,1050,Clothing,East,3,290.65,871.9499999999999
2022-04-15,1002,Toys,West,19,13.96,265.24
2023-05-26,1013,Toys,East,8,43.19,345.52
2023-01-20,1048,Sports,East,11,267.67,2944.3700000000003
2023-02-09,1076,Electronics,West,3,95.07,285.21
2024-04-02,1090,Electronics,East,3,277.32,831.96
2023-06-02,1000,Home,South,1,183.56,183.56
2023-04-21,1056,Electronics,East,13,454.63,5910.19
2023-12-10,1016,Home,North,10,475.34,4753.4
2024-02-10,1049,Home,North,6,490.09,2940.54
2024-11-12,1097,Clothing,North,11,450.48,4955.280000000001
2024-09-23,1013,Clothing,West,8,493.09,3944.72
2023-11-08,1058,Sports,North,19,356.01,6764.19
2023-12-15,1080,Toys,West,11,480.67,5287.37
2022-03-24,1002,Toys,North,6,324.48,1946.88
2023-04-02,1097,Home,East,12,406.51,4878.12
2022-01-01,1039,Toys,West,18,74.64,1343.52
2022-02-20,1088,Home,North,3,344.47,1033.41
2023-11-16,1065,Toys,East,13,466.24,6061.12
2023-12-18,1033,Sports,West,4,274.62,1098.48
2023-03-25,1089,Clothing,East,9,101.54,913.86
2024-05-30,1094,Clothing,East,16,268.18,4290.88
2023-05-03,1008,Home,East,12,356.4,4276.799999999999
2022-02-03,1093,Toys,West,7,387.2,2710.4
2022-04-05,1083,Electronics,West,12,266.61,3199.32
2024-12-31,1020,Sports,South,8,116.51,932.08
2022-06-03,1092,Toys,South,15,464.08,6961.2
2022-09-07,1024,Electronics,South,2,389.07,778.14
2023-11-05,1043,Sports,South,11,142.64,1569.04
2023-03-14,1024,Sports,West,5,407.79,2038.95
2022-04-28,1008,Clothing,South,6,180.45,1082.6999999999998
2024-02-10,1061,Home,North,19,163.09,3098.71
2022-09-25,1025,Toys,South,14,432.91,6060.740000000001
2024-12-13,1056,Sports,North,7,437.89,3065.23
2022-08-24,1036,Toys,North,12,205.26,2463.12
2023-01-24,1015,Sports,East,17,14.37,244.29
2024-09-16,1036,Clothing,East,4,101.42,405.68
2024-02-02,1075,Home,East,10,455.56,4555.6
2023-02-05,1023,Electronics,South,1,450.39,450.39
2023-09-16,1025,Electronics,West,4,232.14,928.56
2024-02-06,1019,Clothing,North,13,159.02,2067.26
2024-07-07,1008,Sports,West,6,158.35,950.0999999999999
2024-05-02,1086,Clothing,West,15,449.63,6744.45
2023-08-01,1028,Home,South,14,169.12,2367.6800000000003
2022-03-16,1030,Electronics,West,3,260.67,782.01
2023-03-11,1018,Toys,West,19,368.2,6995.8
2022-04-13,1019,Electronics,East,6,112.65,675.9000000000001
2024-02-03,1086,Home,East,2,134.38,268.76
2024-01-08,1026,Sports,North,9,185.45,1669.05
2024-03-16,1093,Clothing,North,13,330.57,4297.41
2022-04-08,1084,Electronics,East,18,410.57,7390.26
2024-03-08,1043,Electronics,South,12,277.89,3334.68
2024-05-08,1034,Toys,South,4,75.14,300.56
2023-03-11,1070,Clothing,North,7,228.66,1600.62
2023-03-23,1021,Toys,East,12,72.57,870.8399999999999
2022-09-06,1073,Toys,South,11,53.27,585.97
2022-06-15,1086,Sports,West,7,298.91,2092.3700000000003
2024-09-10,1014,Electronics,North,10,478.54,4785.400000000001
2024-10-16,1093,Clothing,North,9,420.43,3783.87
2023-06-26,1097,Sports,West,2,389.49,778.98
2024-01-29,1012,Sports,West,5,366.26,1831.3
2022-03-22,1003,Sports,North,10,449.59,4495.9
2022-05-13,1081,Home,West,14,378.89,5304.46
2024-03-07,1055,Home,South,16,317.17,5074.72
2024-06-18,1022,Sports,North,2,188.69,377.38
2022-05-18,1096,Home,South,19,59.46,1129.74
2022-07-03,1097,Clothing,North,9,235.91,2123.19
2024-02-24,1033,Electronics,South,14,463.14,6483.96
2024-09-10,1099,Clothing,East,15,295.72,4435.8
2022-03-10,1098,Electronics,South,19,100.41,1907.79
2023-06-30,1016,Home,West,8,328.02,2624.16
2022-02-22,1027,Clothing,East,15,238.08,3571.2000000000003
2022-07-24,1013,Toys,North,8,466.38,3731.04
2022-05-06,1033,Sports,South,4,88.86,355.44
2022-02-12,1074,Electronics,North,6,358.89,2153.34
2022-04-21,1056,Electronics,East,11,343.99,3783.8900000000003
2024-01-31,1076,Toys,West,12,491.94,5903.28
2024-04-27,1096,Toys,West,9,286.81,2581.29
2022-04-05,1054,Sports,West,18,437.07,7867.26
2024-06-18,1065,Home,North,17,22.11,375.87
2022-12-26,1097,Clothing,West,3,70.22,210.66
2024-06-18,1092,Clothing,West,13,179.51,2333.63
2022-10-08,1036,Clothing,North,6,313.47,1880.8200000000002
2023-10-29,1067,Home,North,14,230.05,3220.7000000000003
2022-04-03,1075,Sports,East,1,109.32,109.32
2023-11-03,1025,Clothing,West,4,298.71,1194.84
2022-03-02,1060,Electronics,East,18,287.68,5178.24
2023-09-26,1091,Electronics,South,11,266.98,2936.78
2024-12-10,1066,Electronics,South,11,54.37,598.0699999999999
2024-10-25,1083,Toys,South,8,464.24,3713.92
2023-08-27,1073,Toys,South,4,300.21,1200.84
2023-11-13,1051,Home,North,2,139.36,278.72
2023-06-18,1017,Clothing,East,1,346.83,346.83
2024-04-17,1052,Toys,East,10,165.77,1657.7
2023-10-07,1062,Electronics,North,17,257.87,4383.79
2022-08-21,1052,Toys,South,7,177.15,1240.05
2023-06-08,1026,Electronics,East,7,441.39,3089.73
2022-12-12,1030,Clothing,West,13,497.05,6461.650000000001
2024-12-05,1090,Home,North,1,88.98,88.98
2023-06-30,1000,Sports,North,1,21.55,21.55
2024-03-04,1005,Sports,West,13,117.47,1527.11
2022-09-06,1010,Electronics,South,1,299.08,299.08
2022-02-16,1033,Toys,South,6,95.24,571.4399999999999
2022-08-02,1083,Toys,East,10,407.63,4076.3
2022-08-27,1062,Electronics,West,1,210.25,210.25
2024-12-15,1052,Clothing,East,5,309.16,1545.8000000000002
2022-12-16,1084,Electronics,South,2,233.25,466.5
2022-04-17,1084,Clothing,East,3,452.63,1357.8899999999999
2024-04-10,1017,Home,West,3,27.22,81.66
2022-02-17,1020,Home,West,18,367.36,6612.4800000000005
2022-12-03,1018,Electronics,West,8,329.56,2636.48
2024-11-15,1003,Home,South,9,328.26,2954.34
2024-03-14,1076,Toys,North,2,212.85,425.7
2022-01-08,1081,Clothing,North,2,17.68,35.36
2023-09-17,1028,Sports,North,16,347.73,5563.68
2023-12-20,1024,Sports,East,7,416.44,2915.08
2022-10-30,1055,Home,West,4,51.76,207.04
2023-10-01,1076,Clothing,South,5,226.39,1131.9499999999998
2022-02-25,1062,Toys,North,1,89.67,89.67
2023-12-27,1026,Sports,North,10,309.36,3093.6000000000004
2023-06-10,1059,Toys,East,13,394.95,5134.349999999999
2023-04-19,1082,Toys,East,15,336.69,5050.35
2022-01-28,1048,Sports,North,1,165.85,165.85
2022-03-19,1064,Sports,West,18,78.47,1412.46
2022-12-31,1037,Home,West,14,399.19,5588.66
2023-10-28,1082,Clothing,East,18,168.72,3036.96
2023-06-10,1051,Electronics,East,12,20.85,250.20000000000002
2023-11-30,1000,Clothing,West,12,290.0,3480.0
2024-06-01,1039,Electronics,East,5,130.87,654.35
2024-10-27,1080,Sports,East,7,422.19,2955.33
2024-10-23,1020,Toys,West,13,80.2,1042.6000000000001
2024-07-07,1085,Clothing,West,9,223.05,2007.45
2024-01-20,1014,Toys,South,6,134.03,804.1800000000001
2022-12-29,1049,Clothing,East,7,347.9,2435.2999999999997
2024-03-16,1047,Clothing,East,18,278.78,5018.039999999999
2024-01-09,1031,Toys,South,15,397.58,5963.7
2024-11-04,1048,Home,East,8,234.72,1877.76
2023-04-30,1067,Sports,East,16,12.36,197.76
2022-01-28,1044,Home,North,17,115.45,1962.65
2023-12-15,1031,Home,North,3,499.59,1498.77
2024-11-28,1003,Clothing,North,13,208.62,2712.06
2022-03-27,1064,Sports,South,9,313.92,2825.28
2022-05-06,1096,Clothing,East,15,453.42,6801.3
2024-03-22,1070,Electronics,South,16,20.06,320.96
2023-06-21,1072,Clothing,South,16,333.21,5331.36
2022-05-25,1064,Toys,East,19,151.3,2874.7000000000003
2022-01-25,1079,Clothing,West,4,146.83,587.32
2022-03-08,1017,Electronics,West,19,120.18,2283.42
2022-08-21,1053,Clothing,East,19,413.14,7849.66
2022-04-19,1046,Electronics,West,2,192.74,385.48
2022-04-21,1005,Sports,North,6,42.89,257.34000000000003
2022-08-16,1065,Clothing,East,13,57.46,746.98
2022-04-21,1008,Electronics,South,15,82.82,1242.3
2022-02-03,1067,Sports,North,10,450.47,4504.700000000001
2023-09-15,1022,Toys,South,10,219.45,2194.5
2024-01-18,1042,Home,West,4,458.86,1835.44
2023-08-18,1050,Electronics,East,14,410.56,5747.84
2023-03-01,1071,Toys,North,8,420.56,3364.48
2023-09-05,1024,Sports,East,6,150.55,903.3000000000001
2023-11-23,1079,Toys,North,12,142.94,1715.28
2022-11-11,1034,Clothing,North,8,284.43,2275.44
2024-05-26,1016,Home,North,6,214.78,1288.68
2023-10-24,1017,Electronics,East,15,259.44,3891.6
2022-10-04,1026,Sports,North,19,36.07,685.33
2023-09-16,1014,Home,North,14,486.08,6805.12
2023-05-31,1080,Sports,East,3,38.5,115.5
2024-04-22,1068,Toys,South,18,97.63,1757.34
2022-12-16,1079,Sports,West,10,342.32,3423.2
2024-04-02,1014,Sports,East,14,86.2,1206.8
2024-01-29,1041,Toys,East,14,62.37,873.18
2024-06-17,1033,Toys,North,7,85.27,596.89
2022-08-31,1047,Home,East,7,40.34,282.38
2023-06-27,1082,Electronics,East,11,133.15,1464.65
2024-11-29,1007,Toys,West,18,142.85,2571.2999999999997
2022-08-17,1009,Home,East,10,254.32,2543.2
2023-07-02,1004,Sports,North,15,224.97,3374.55
2024-07-08,1047,Sports,West,12,242.12,2905.44
2022-01-06,1025,Clothing,East,17,311.86,5301.62
2023-04-13,1085,Toys,North,17,123.17,2093.89
2022-03-16,1022,Home,West,1,76.01,76.01
2022-01-04,1061,Home,East,6,440.65,2643.8999999999996
2023-10-08,1012,Electronics,North,15,320.63,4809.45
2022-04-28,1008,Home,West,19,39.73,754.8699999999999
2024-05-30,1019,Toys,North,14,480.92,6732.88
2023-05-19,1091,Home,West,10,349.6,3496.0
2024-08-04,1056,Clothing,East,10,84.34,843.4000000000001
2023-07-28,1023,Sports,South,7,484.88,3394.16
2022-07-13,1032,Sports,West,7,189.05,1323.3500000000001
2024-04-26,1019,Home,East,14,492.41,6893.740000000001
2023-12-16,1059,Home,West,15,60.61,909.15
2024-11-15,1047,Home,South,9,88.38,795.42
2022-06-22,1063,Home,North,15,332.14,4982.099999999999
2022-11-22,1029,Clothing,South,9,20.85,187.65
2024-04-15,1072,Toys,South,7,19.16,134.12
2023-12-25,1016,Clothing,North,11,398.07,4378.7699999999995
2022-08-13,1099,Clothing,South,5,92.21,461.04999999999995
2023-06-16,1013,Clothing,East,9,460.21,4141.889999999999
2022-04-23,1018,Sports,West,6,218.69,1312.1399999999999
2022-05-20,1070,Clothing,South,7,438.09,3066.6299999999997
2023-07-13,1058,Home,West,14,214.7,3005.7999999999997
2022-01-01,1066,Clothing,West,19,269.81,5126.39
2022-03-31,1096,Home,North,11,165.09,1815.99
2023-10-16,1043,Toys,South,7,332.46,2327.22
2022-11-16,1031,Sports,North,6,165.92,995.52
2022-05-19,1010,Toys,North,4,119.35,477.4
2024-04-24,1001,Toys,West,14,49.71,695.94
2022-09-16,1089,Sports,East,3,38.26,114.78
2024-06-20,1067,Home,West,17,159.93,2718.81
2023-11-21,1016,Home,North,15,370.87,5563.05
2022-01-10,1080,Home,South,1,110.75,110.75
2022-09-18,1091,Sports,East,11,156.62,1722.8200000000002
2022-06-21,1093,Clothing,East,13,453.53,5895.889999999999
2024-06-16,1039,Electronics,South,3,323.19,969.5699999999999
2022-01-13,1086,Clothing,South,13,460.66,5988.58
2022-11-17,1045,Clothing,East,18,456.5,8217.0
2022-11-25,1087,Toys,North,9,41.07,369.63
2024-02-24,1092,Electronics,East,2,477.95,955.9
2024-02-16,1003,Home,East,8,35.08,280.64
2024-06-29,1037,Clothing,East,2,463.55,927.1
2022-11-14,1062,Sports,North,1,277.9,277.9
2022-08-24,1028,Clothing,South,3,271.26,813.78
2022-11-30,1018,Home,South,17,359.5,6111.5
2023-01-11,1090,Clothing,South,7,440.81,3085.67
2023-08-11,1028,Toys,North,10,312.33,3123.2999999999997
2023-05-28,1099,Toys,North,19,218.45,4150.55
2024-07-06,1034,Clothing,South,9,64.83,583.47
2024-05-22,1069,Toys,West,18,396.71,7140.78
2022-09-27,1022,Sports,West,15,72.86,1092.9
2024-03-08,1045,Electronics,South,17,365.92,6220.64
2023-12-26,1043,Clothing,West,17,268.68,4567.56
2022-01-05,1047,Sports,West,19,199.06,3782.14
2024-04-30,1051,Sports,South,9,310.36,2793.2400000000002
2022-03-19,1007,Sports,South,6,388.45,2330.7
2023-07-28,1054,Home,North,19,471.16,8952.04
2022-05-12,1065,Clothing,West,8,139.7,1117.6
2023-08-24,1076,Clothing,West,6,474.09,2844.54
2024-12-01,1039,Clothing,South,17,480.86,8174.62
2022-03-30,1084,Electronics,East,6,408.68,2452.08
2023-02-06,1030,Sports,South,13,441.9,5744.7
2022-10-23,1047,Clothing,North,2,349.29,698.58
2023-09-08,1099,Toys,East,12,29.16,349.92
2024-03-10,1060,Home,East,7,291.79,2042.5300000000002
2023-02-26,1051,Electronics,East,6,376.13,2256.7799999999997
2024-11-12,1037,Home,North,17,471.43,8014.31
2023-07-29,1090,Sports,West,8,289.52,2316.16
2022-05-23,1035,Toys,South,6,399.16,2394.96
2024-09-19,1086,Sports,North,19,355.47,6753.93
2023-10-27,1054,Clothing,North,9,147.59,1328.31
2022-05-25,1084,Home,East,16,85.82,1373.12
2024-10-03,1012,Toys,East,18,377.94,6802.92
2023-05-18,1036,Home,North,19,124.55,2366.45
2024-03-31,1046,Electronics,West,7,129.9,909.3000000000001
2022-04-14,1089,Toys,East,8,325.53,2604.24
2024-11-28,1070,Electronics,North,19,396.64,7536.16
2022-07-17,1021,Toys,East,1,295.34,295.34
2023-08-02,1038,Clothing,South,13,443.64,5767.32
2023-01-26,1086,Home,South,1,113.61,113.61
2023-07-08,1057,Home,South,11,133.68,1470.48
2024-11-04,1029,Sports,East,2,322.11,644.22
2023-04-23,1017,Toys,East,3,416.39,1249.17
2024-07-11,1017,Toys,West,13,274.28,3565.6399999999994
2023-02-24,1073,Electronics,South,7,15.09,105.63
2022-06-06,1038,Toys,West,2,341.7,683.4
2023-07-04,1093,Home,North,2,408.66,817.32
2024-10-17,1025,Toys,North,3,145.51,436.53
2024-09-23,1070,Sports,South,13,36.56,475.28000000000003
2024-08-08,1006,Sports,West,12,263.8,3165.6000000000004
2022-10-16,1068,Home,East,1,30.66,30.66
2022-07-15,1064,Home,West,18,213.85,3849.2999999999997
2023-08-21,1045,Home,North,5,18.73,93.65
2023-06-01,1017,Toys,West,19,120.23,2284.37
2024-05-14,1012,Toys,North,10,200.52,2005.2
2024-03-16,1024,Clothing,North,6,64.74,388.43999999999994
2024-03-25,1007,Electronics,West,18,65.94,1186.92
2022-08-16,1073,Toys,East,15,415.26,6228.9
2022-08-04,1031,Clothing,North,14,30.3,424.2
2024-08-05,1016,Clothing,West,16,347.59,5561.44
2022-01-15,1078,Sports,North,4,409.1,1636.4
2022-02-16,1078,Toys,South,19,74.05,1406.95
2022-11-20,1047,Clothing,East,8,105.73,845.84
2024-04-23,1062,Sports,South,1,324.33,324.33
2022-05-10,1039,Electronics,North,13,164.67,2140.71
2022-04-05,1083,Sports,East,9,243.45,2191.0499999999997
2023-09-19,1014,Electronics,West,1,419.64,419.64
2024-01-25,1098,Home,West,15,77.61,1164.15
2024-03-04,1005,Home,East,15,313.63,4704.45
2022-03-10,1093,Sports,South,14,471.77,6604.78
2022-01-11,1062,Home,South,5,38.16,190.79999999999998
2024-05-21,1007,Toys,East,17,39.4,669.8
2023-07-04,1094,Sports,West,6,281.82,1690.92
2023-12-13,1031,Clothing,East,9,480.44,4323.96
2022-01-23,1044,Toys,South,19,118.03,2242.57
2024-03-25,1051,Sports,North,17,172.09,2925.53
2022-12-12,1078,Electronics,West,7,58.34,408.38
2022-10-29,1081,Home,East,8,187.5,1500.0
2022-12-29,1012,Home,North,15,31.72,475.79999999999995
2023-01-31,1023,Home,South,6,200.66,1203.96
2022-08-06,1039,Sports,West,1,282.19,282.19
2022-05-21,1013,Toys,East,9,487.75,4389.75
2024-08-15,1091,Electronics,South,7,411.01,2877.0699999999997
2024-09-11,1074,Home,East,19,412.81,7843.39
2024-09-19,1069,Toys,East,4,121.79,487.16
2024-04-07,1061,Clothing,West,1,52.75,52.75
2023-11-14,1088,Clothing,South,9,305.51,2749.59
2024-09-30,1060,Electronics,South,2,265.36,530.72
2022-12-22,1000,Home,North,16,263.09,4209.44
2024-10-04,1088,Clothing,South,2,63.41,126.82
2024-06-06,1065,Toys,South,3,252.0,756.0
2022-05-07,1031,Toys,West,14,83.67,1171.38
2024-10-05,1012,Clothing,North,13,216.84,2818.92
2023-08-27,1032,Home,West,17,40.46,687.82
2024-10-10,1031,Electronics,South,10,429.88,4298.8
2022-02-20,1055,Home,North,3,16.46,49.38
2024-11-18,1023,Sports,West,4,470.27,1881.08
2024-02-18,1090,Clothing,North,5,432.82,2164.1
2024-03-24,1003,Sports,South,11,378.78,4166.58
2023-02-24,1087,Clothing,North,6,491.45,2948.7
2024-09-09,1022,Electronics,North,1,36.37,36.37
2024-04-04,1028,Home,North,19,324.38,6163.22
2024-10-21,1097,Home,South,7,426.16,2983.1200000000003
2023-07-21,1020,Clothing,South,10,72.04,720.4000000000001
2023-01-06,1029,Toys,North,12,296.54,3558.4800000000005
2024-07-24,1089,Sports,West,12,203.02,2436.2400000000002
2023-10-23,1019,Home,West,1,223.56,223.56
2024-08-26,1015,Home,South,9,457.14,4114.26
2022-07-21,1066,Clothing,East,17,273.94,4656.98
2022-11-09,1048,Toys,West,12,55.7,668.4000000000001
2022-04-27,1057,Sports,North,2,469.24,938.48
2024-07-25,1043,Toys,East,9,100.75,906.75
2023-07-29,1024,Toys,South,12,447.39,5368.68
2022-09-01,1022,Clothing,West,4,485.75,1943.0
2023-06-21,1058,Toys,East,12,440.14,5281.68
2022-03-16,1000,Sports,South,18,341.8,6152.400000000001
2023-01-21,1096,Electronics,South,3,374.34,1123.02
2023-04-20,1014,Electronics,North,1,352.93,352.93
2023-02-22,1080,Sports,West,18,235.66,4241.88
2022-12-13,1097,Clothing,East,8,144.47,1155.76
2023-10-02,1080,Home,North,19,149.65,2843.35
2024-07-27,1051,Clothing,West,4,368.27,1473.08
2024-08-12,1057,Sports,East,16,316.76,5068.16
2024-05-25,1040,Toys,South,17,296.59,5042.03
2024-02-02,1043,Electronics,South,9,329.78,2968.0199999999995
2023-10-26,1003,Toys,West,8,389.65,3117.2
2022-01-25,1076,Clothing,North,19,376.69,7157.11
2023-12-11,1067,Sports,East,7,61.64,431.48
2022-06-26,1006,Electronics,East,12,187.89,2254.68
2022-10-12,1045,Sports,South,1,139.34,139.34
2022-03-04,1008,Electronics,West,17,273.74,4653.58
2024-09-29,1086,Electronics,North,6,40.09,240.54000000000002
2023-10-24,1032,Electronics,South,5,383.61,1918.0500000000002
2023-10-28,1032,Clothing,South,7,62.2,435.40000000000003
2022-06-05,1083,Sports,North,12,142.99,1715.88
2024-12-08,1003,Home,East,5,393.54,1967.7
2024-08-24,1064,Home,East,2,35.26,70.52
2024-04-28,1033,Home,West,4,333.5,1334.0
2023-11-20,1090,Sports,South,17,462.99,7870.83
2022-05-28,1084,Toys,West,8,312.64,2501.12
2022-12-08,1087,Sports,East,5,359.2,1796.0
2023-04-21,1078,Electronics,North,17,398.21,6769.57
2024-12-22,1098,Toys,East,4,118.9,475.6
2023-07-15,1063,Electronics,East,18,294.67,5304.06
2022-11-23,1024,Electronics,South,18,161.44,2905.92
2024-09-16,1054,Sports,East,18,132.25,2380.5
2022-08-03,1008,Home,West,16,104.3,1668.8
2023-03-11,1016,Toys,North,11,296.86,3265.46
2024-08-09,1020,Clothing,South,8,399.32,3194.56
2023-12-24,1059,Home,North,12,439.19,5270.28
2022-02-01,1012,Clothing,West,18,220.01,3960.18
2023-11-01,1002,Sports,West,18,192.72,3468.96
2022-10-12,1067,Toys,East,8,346.78,2774.24
2023-03-05,1003,Sports,West,16,392.38,6278.08
2022-10-13,1091,Clothing,East,17,134.13,2280.21
2024-11-08,1006,Electronics,South,2,155.67,311.34
2022-01-18,1025,Sports,North,15,271.36,4070.4
2024-02-08,1074,Toys,East,7,227.75,1594.25
2023-08-13,1023,Sports,East,1,355.84,355.84
2024-10-06,1009,Home,South,2,257.2,514.4
2022-07-13,1012,Sports,West,4,64.68,258.72
2023-05-17,1043,Clothing,East,16,91.32,1461.12
